accession	tax_id	description	scientific_name	last_updated	base_count	first_public
AF459772	74550	Drosophila lini alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila lini	2006-11-14	290	2002-05-16
EF560573	306027	Drosophila brncici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	Drosophila brncici	2008-07-12	622	2008-05-01
AB669858	137354	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: MMY317.	Drosophila barbarae	2014-01-02	833	2014-01-02
AB669864	30033	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: NAHA1.	Drosophila kikkawai	2014-01-02	832	2014-01-02
AF136659	95109	Drosophila americana americana G96.14X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136682	95109	Drosophila americana americana G96.47Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136688	95109	Drosophila americana americana G96.33Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF459775	67534	Drosophila triauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	Drosophila triauraria	2006-11-14	290	2002-05-16
AY804554	129105	Drosophila santomea strain STO.4 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila santomea	2005-10-06	759	2005-10-06
U76473	7224	Drosophila hydei strain 5 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
U76477	7224	Drosophila hydei strain 9 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	Drosophila hydei	2005-04-18	897	1996-11-19
AB703325	7259	Drosophila tolteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.tolteca.	Drosophila tolteca	2012-03-18	405	2012-03-18
AF136676	95109	Drosophila americana americana D.am-.1Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AY102230	7243	Drosophila teissieri strain Maz4N jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340288	40366	Drosophila americana pop-variant NN00.03X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874369	7241	Drosophila subobscura strain line 21 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AH011594	73155	Drosophila biauraria strain 14028-0501.0 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila biauraria	2016-04-08	565	2016-04-08
AY102233	7243	Drosophila teissieri strain taiq jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340299	40366	Drosophila americana pop-variant DN01.05Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340303	40366	Drosophila americana pop-variant NN97.09Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY340307	40366	Drosophila americana pop-variant NN00.09Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
LC057203	51159	Drosophila lutescens Adh gene for alcohol dehydrogenase, partial cds, strain: AK96-3.	Drosophila lutescens	2019-06-04	837	2019-06-04
AB703317	7216	Drosophila ambigua Adh gene for alcohol dehydrogenase, partial cds, clone: D.ambigua.	Drosophila ambigua	2012-03-18	405	2012-03-18
AB703321	77129	Drosophila helvetica Adh gene for alcohol dehydrogenase, partial cds, clone: D.helvetica.	Drosophila helvetica	2012-03-18	405	2012-03-18
AB932669	38840	Drosophila putrida Adh gene for alcohol dehydrogenase, partial cds, strain: E-22401.	Drosophila putrida	2014-10-26	856	2014-10-26
AF476924	67532	Drosophila quadraria strain 14028-0651.0 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila quadraria	2005-04-15	405	2002-04-26
AY102221	7243	Drosophila teissieri strain chi4 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY102236	7243	Drosophila teissieri strain uz33 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340296	40366	Drosophila americana pop-variant DN01.01Y alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874370	7241	Drosophila subobscura strain line 22 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AY874373	7241	Drosophila subobscura strain line 33 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1419	2005-05-31
EF560580	306031	Drosophila pavani pop-variant La Florida alcohol dehydrogenase (adh) gene, partial cds.	Drosophila pavani	2008-07-12	626	2008-05-01
AY102234	7243	Drosophila teissieri strain uz23 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AF136654	95109	Drosophila americana americana D.am-.3X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AY102228	7243	Drosophila teissieri strain eua12 jingwei (jgw) gene, adh-derived region, partial cds.	Drosophila teissieri	2005-04-16	724	2002-06-20
AY340283	40366	Drosophila americana pop-variant DN01.05X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	881	2003-08-13
AY874365	7241	Drosophila subobscura strain line 7 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	Drosophila subobscura	2005-05-31	1406	2005-05-31
AF136651	95109	Drosophila americana americana D.am-.1X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AB932650	133981	Drosophila cardini Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701.	Drosophila cardini	2014-10-26	833	2014-10-26
AY695387	133974	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	Drosophila caribiana	2006-11-14	1141	2006-08-01
AY044128	98362	Drosophila ruberrima alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila ruberrima	2006-11-14	720	2002-08-06
AY044129	157057	Drosophila neohypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila neohypocausta	2006-11-14	747	2002-08-06
AY154841	7263	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	879	2003-03-03
AB669887	137074	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.	Drosophila mayri	2014-01-02	836	2014-01-02
AY154858	7263	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
AB669888	137076	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.	Drosophila orosa	2014-01-02	839	2014-01-02
AY154846	7263	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	879	2003-03-03
AY340289	40366	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana	2005-04-16	852	2003-08-13
M17830	7227	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	Drosophila melanogaster	2006-11-14	2722	1991-07-01
M17836	7227	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	Drosophila melanogaster	2006-11-14	2770	1991-07-01
AY044124	88883	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila kohkoa	2006-11-14	725	2002-08-06
AY044125	157059	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	Drosophila siamana	2006-11-14	725	2002-08-06
AB669855	94109	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.	Drosophila watanabei	2014-01-02	825	2014-01-02
AB932645	133978	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.	Drosophila acutilabella	2014-10-26	845	2014-10-26
AY154840	7263	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila arizonae	2005-04-16	878	2003-03-03
AY154853	7263	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila arizonae	2005-04-16	880	2003-03-03
M17832	7227	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	Drosophila melanogaster	2006-11-14	2727	1991-07-01
AB932647	30017	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.	Drosophila arawakana	2014-10-26	838	2014-10-26
AB194428	300357	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila merina	2006-02-27	1800	2005-05-07
AF045114	30047	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila sturtevanti	2006-11-14	405	1998-06-02
AF045118	30042	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila prosaltans	2006-11-14	405	1998-06-02
AF045120	30039	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	Drosophila neocordata	2006-11-14	405	1998-06-02
AY154873	7230	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154831	7230	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154833	7230	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154871	7230	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	880	2003-03-03
AY154875	7230	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	Drosophila mojavensis	2005-04-16	878	2003-03-03
AY165542	47314	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	Drosophila novamexicana	2006-11-14	743	2003-05-01
AB194424	296643	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	Drosophila pseudoananassae nigrens	2006-02-27	1779	2005-05-07
AF348885	137068	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	Drosophila subauraria	2006-11-14	667	2001-04-16
AY279325	7233	Drosophila orena alcohol dehydrogenase (Adh) gene, partial cds and alcohol dehydrogenase related (Adhr) gene, complete cds.	Drosophila orena	2006-11-14	1724	2004-03-31
AF348878	47315	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	Drosophila auraria	2006-11-14	667	2001-04-16
AY238778	7229	Drosophila miranda strain SP235 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
AY238777	7229	Drosophila miranda strain SP138 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
X03048	7231	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)	Drosophila mulleri	2006-11-14	6778	1986-07-02
X12536	7230	Drosophila mojavensis Adh-1, Adh-2 and Adh-psi genes	Drosophila mojavensis	2006-11-14	8783	1988-08-22
DQ363231	29029	Drosophila eugracilis Adh (Adh) gene, partial cds.	Drosophila eugracilis	2006-05-25	522	2006-05-25
DQ363232	30025	Drosophila ficusphila Adh (Adh) gene, partial cds.	Drosophila ficusphila	2006-05-25	507	2006-05-25
DQ363233	42026	Drosophila bipectinata Adh (Adh) gene, partial cds.	Drosophila bipectinata	2006-05-25	508	2006-05-25
EU877940	7217	Drosophila ananassae isolate 22ADH ADH (adh) gene, partial cds.	Drosophila ananassae	2008-12-16	829	2008-08-06
EU877938	7217	Drosophila ananassae isolate 23ADH ADH (adh) gene, partial cds.	Drosophila ananassae	2008-12-16	845	2008-08-06
EU877943	7217	Drosophila ananassae isolate wtADH ADH (adh) gene, complete cds.	Drosophila ananassae	2008-12-16	859	2008-08-06
AY874376	7241	Drosophila subobscura CG9010/ADH fusion (Adh-Twain) gene, complete cds.	Drosophila subobscura	2005-05-31	2173	2005-05-31
EF136969	40366	Drosophila americana isolate FP99.05 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136970	40366	Drosophila americana isolate FP99.13 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF137005	40366	Drosophila americana isolate IR04.36 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	845	2006-12-24
EF137006	40366	Drosophila americana isolate IR04.69 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF137008	40366	Drosophila americana isolate IR04.109 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136996	40366	Drosophila americana isolate SB02.15 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136983	40366	Drosophila americana isolate HI99.55 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
U64522	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3481	1996-08-16
U64544	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3476	1996-08-16
U64559	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3499	1996-08-16
AF175218	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k35 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
U64536	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS273 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3498	1996-08-16
X54118	7243	D.teissieri Adh gene for alcohol dehydrogenase and Adh-related gene	Drosophila teissieri	2006-11-14	4321	1992-04-14
U64526	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS242 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3475	1996-08-16
X54116	7220	D.erecta Adh gene for alcohol dehydrogenase and Adh-related gene	Drosophila erecta	2006-11-14	3867	1992-04-14
U64555	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS348 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3467	1996-08-16
X63953	7226	D.mauritiana Adh gene	Drosophila mauritiana	2005-04-18	771	1994-04-19
L26039	30014	Drosophila peninsularis adh pseudogene.	Drosophila peninsularis	2000-03-04	1448	1994-02-07
X63954	34677	D.tsacasi Adh gene	Drosophila tsacasi	2005-04-18	771	1994-04-19
MN267983	198725	Drosophila subquinaria isolate S_DE_2 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN268009	193351	Drosophila transversa isolate T_UP_5 ADH-related protein (ADH-R) gene, partial cds.	Drosophila transversa	2019-08-23	552	2019-08-23
MN267962	55946	Drosophila recens isolate R_SM_15 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267969	55946	Drosophila recens isolate R_KA_142 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267977	55946	Drosophila recens isolate R_NO ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267986	198725	Drosophila subquinaria isolate S_HI_25 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267988	198725	Drosophila subquinaria isolate S_HI_32 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267989	198725	Drosophila subquinaria isolate S_KA_12 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN268010	193351	Drosophila transversa isolate T_UP_6 ADH-related protein (ADH-R) gene, partial cds.	Drosophila transversa	2019-08-23	552	2019-08-23
AF006566	7234	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	Drosophila persimilis	2005-04-15	3486	1997-09-11
Y17611	7221	Drosophila funebris Adh and Adhr genes	Drosophila funebris	2006-11-14	4059	2001-01-16
U68472	30013	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	Drosophila madeirensis	1999-09-17	1403	1999-01-06
X62222	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16
X62236	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16
X64471	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3493	1992-10-16
U68470	7266	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	Drosophila guanche	1999-09-17	1323	1999-01-06
U77607	7264	Drosophila buzzatii Adh-Finnegan gene, partial cds.	Drosophila buzzatii	2005-04-18	904	1996-11-26
X62184	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3481	1992-10-16
X62186	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3501	1992-10-16
X62192	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3481	1992-10-16
X62233	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16
X64478	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3506	1992-10-16
X62209	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3457	1992-10-16
X78385	7227	D.melanogaster (nLA2) Adh gene, intragenic deletion	Drosophila melanogaster	1994-05-03	36	1994-05-03
X78387	7227	D.melanogaster (nLA252) Adh gene, intragenic deletion	Drosophila melanogaster	1994-05-03	21	1994-05-03
X62182	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3502	1992-10-16
X62200	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3480	1992-10-16
U77609	7264	Drosophila buzzatii Adh-Finnegan gene, partial cds.	Drosophila buzzatii	2005-04-18	903	1996-11-26
X62189	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3457	1992-10-16
X62191	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16
X62194	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3465	1992-10-16
X62198	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3485	1992-10-16
X62203	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16
X62215	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16
X62225	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3478	1992-10-16
X64469	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3471	1992-10-16
AF264078	46793	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila paulistorum	2005-04-15	405	2000-05-30
AF264079	46795	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila pavlovskiana	2005-04-15	405	2000-05-30
DQ471662	47316	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila littoralis	2006-07-20	711	2006-07-20
DQ471665	40370	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila montana	2006-07-20	711	2006-07-20
MG684381	88882	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila kepulauana	2018-02-04	730	2018-02-04
MG684383	157059	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila siamana	2018-02-04	719	2018-02-04
OP168390	3040703	Drosophila bromelioides isolate Dbd_Ah Adh gene, partial cds.	Drosophila bromelioides	2023-06-15	895	2023-06-14
U26838	40367	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila flavomontana	2005-04-17	957	1995-06-30
U94199	46802	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila lineosetae	2005-04-18	222	1998-02-23
U94207	46827	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila tanythrix	2005-04-18	204	1998-02-23
AF264080	46791	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila sucinea	2005-04-15	405	2000-05-30
AY006419	7236	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila planitibia	2005-09-26	510	2001-09-04
AY006421	46818	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila substenoptera	2005-09-26	510	2001-09-04
AY006425	48319	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila ingens	2005-09-26	510	2001-09-04
EU532120	46792	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila insularis	2010-01-21	566	2010-01-21
HQ631476	109356	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.	Drosophila leontia	2012-01-02	290	2011-08-30
U48715	46435	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila hawaiiensis	2005-04-17	3335	1996-04-10
AY006408	48321	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila hanaulae	2005-09-26	510	2001-09-04
AY750117	311474	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila longiserrata	2006-07-20	911	2005-12-31
AY750124	189258	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila micromelanica	2006-07-20	911	2005-12-31
AY750135	311480	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila medioconstricta	2006-07-20	911	2005-12-31
DQ471629	30041	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila polychaeta	2006-07-20	711	2006-07-20
DQ471632	309936	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila daruma	2006-07-20	711	2006-07-20
DQ471633	381460	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila fluvialis	2006-07-20	711	2006-07-20
DQ471666	103845	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila nannoptera	2006-07-20	711	2006-07-20
GQ376036	7274	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.	Drosophila serrata	2009-08-03	410	2009-08-02
HQ631468	7237	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.	Drosophila pseudoobscura	2012-01-02	290	2011-08-30
AF059891	7257	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila robusta	2005-04-15	290	1998-04-28
AF264076	46792	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila insularis	2005-04-15	405	2000-05-30
AY006414	47010	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila silvestris	2005-09-26	510	2001-09-04
AY006416	7219	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila differens	2005-09-26	510	2001-09-04
AY006422	46804	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila melanocephala	2005-09-26	510	2001-09-04
DQ471627	381448	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila angor	2006-07-20	711	2006-07-20
DQ471634	309938	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila latifshahi	2006-07-20	711	2006-07-20
EU532118	46790	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila equinoxialis	2010-01-21	573	2010-01-21
DQ471656	302448	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila anceps	2006-07-20	711	2006-07-20
AF264075	126477	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila fumipennis	2005-04-15	405	2000-05-30
EU532119	7260	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila willistoni	2010-01-21	533	2010-01-21
GQ376031	88886	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.	Drosophila sulfurigaster	2009-08-03	410	2009-08-02
GQ376032	46829	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.	Drosophila birchii	2009-08-03	410	2009-08-02
OP168476	2759894	Drosophila lutzii isolate Dlz_4610 Adh gene, partial cds.	Drosophila lutzii	2023-06-15	780	2023-06-14
U48714	7222	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila grimshawi	2005-04-18	3644	1996-04-08
U90953	57873	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila hubeiensis	2006-11-14	432	1997-11-14
U90955	7282	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila obscura	2006-11-14	453	1997-11-14
U94208	58308	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila dasycnemia	2005-04-18	204	1998-02-23
U95267	7260	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
LC165394	7241	Drosophila subobscura Adh gene, partial cds, strain: subo-sk.	Drosophila subobscura	2019-06-04	486	2019-06-04
AB261141	30019	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.	Drosophila busckii	2007-11-03	820	2007-11-03
AB261129	157053	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.	Drosophila annulipes	2007-11-03	835	2007-11-03
DQ471636	381473	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila sp. T	2006-07-20	711	2006-07-20
AB261130	387621	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.	Drosophila quadrilineata	2007-11-03	859	2007-11-03
U95265	7260	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
DQ471643	7244	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila virilis	2006-07-20	711	2006-07-20
